Territory X Date,target
Namibia X 5/11/20,0
Namibia X 5/12/20,0
Namibia X 5/13/20,0
Nauru X 5/7/20,0
Nauru X 5/8/20,0
Nauru X 5/9/20,0
Nauru X 5/10/20,0
Nauru X 5/11/20,0
Nauru X 5/12/20,0
Nauru X 5/13/20,0
Nepal X 5/7/20,0
Nepal X 5/8/20,0
Nepal X 5/9/20,0
Nepal X 5/10/20,0
Nepal X 5/11/20,0
Nepal X 5/12/20,0
Nepal X 5/13/20,0
Netherlands (the) X 5/7/20,5269
Netherlands (the) X 5/8/20,5318
Netherlands (the) X 5/9/20,5367
Netherlands (the) X 5/10/20,5413
Netherlands (the) X 5/11/20,5455
Netherlands (the) X 5/12/20,5514
Netherlands (the) X 5/13/20,5579
New Caledonia X 5/7/20,0
New Caledonia X 5/8/20,0
New Caledonia X 5/9/20,0
New Caledonia X 5/10/20,0
New Caledonia X 5/11/20,0
New Caledonia X 5/12/20,0
New Caledonia X 5/13/20,0
New Zealand X 5/7/20,22
New Zealand X 5/8/20,22
New Zealand X 5/9/20,24
New Zealand X 5/10/20,24
New Zealand X 5/11/20,25
New Zealand X 5/12/20,27
New Zealand X 5/13/20,27
Nicaragua X 5/7/20,5
Nicaragua X 5/8/20,5
Nicaragua X 5/9/20,5
Nicaragua X 5/10/20,5
Nicaragua X 5/11/20,5
Nicaragua X 5/12/20,5
Nicaragua X 5/13/20,5
Niger (the) X 5/7/20,40
Niger (the) X 5/8/20,41
Niger (the) X 5/9/20,42
Niger (the) X 5/10/20,43
Niger (the) X 5/11/20,44
Niger (the) X 5/12/20,46
Niger (the) X 5/13/20,47
Nigeria X 5/7/20,113
Nigeria X 5/8/20,122
Nigeria X 5/9/20,133
Nigeria X 5/10/20,144
Nigeria X 5/11/20,155
Nigeria X 5/12/20,168
Nigeria X 5/13/20,182
North Macedonia X 5/7/20,91
North Macedonia X 5/8/20,93
North Macedonia X 5/9/20,95
North Macedonia X 5/10/20,98
North Macedonia X 5/11/20,99
North Macedonia X 5/12/20,101
North Macedonia X 5/13/20,103
Norway X 5/7/20,218
Norway X 5/8/20,219
Norway X 5/9/20,223
Norway X 5/10/20,224
Norway X 5/11/20,225
Norway X 5/12/20,227
Norway X 5/13/20,230
Oman X 5/7/20,14
Oman X 5/8/20,14
Oman X 5/9/20,15
Oman X 5/10/20,15
Oman X 5/11/20,16
Oman X 5/12/20,16
Oman X 5/13/20,17
Pakistan X 5/7/20,605
Pakistan X 5/8/20,648
Pakistan X 5/9/20,692
Pakistan X 5/10/20,741
Pakistan X 5/11/20,794
Pakistan X 5/12/20,850
Pakistan X 5/13/20,908
Palau X 5/7/20,0
Palau X 5/8/20,0
Palau X 5/9/20,0
Palau X 5/10/20,0
Palau X 5/11/20,0
Palau X 5/12/20,0
Palau X 5/13/20,0
Panama X 5/7/20,226
Panama X 5/8/20,235
Panama X 5/9/20,238
Panama X 5/10/20,245
Panama X 5/11/20,249
Panama X 5/12/20,255
Panama X 5/13/20,268
Papua New Guinea X 5/7/20,0
Papua New Guinea X 5/8/20,0
Papua New Guinea X 5/9/20,0
Papua New Guinea X 5/10/20,0
Papua New Guinea X 5/11/20,0
Papua New Guinea X 5/12/20,0
Papua New Guinea X 5/13/20,0
Paraguay X 5/7/20,10
Paraguay X 5/8/20,11
Paraguay X 5/9/20,11
Paraguay X 5/10/20,11
Paraguay X 5/11/20,11
Paraguay X 5/12/20,11
Paraguay X 5/13/20,11
Peru X 5/7/20,1637
Peru X 5/8/20,1791
Peru X 5/9/20,1878
Peru X 5/10/20,1966
Peru X 5/11/20,2094
Peru X 5/12/20,2191
Peru X 5/13/20,2324
Philippines (the) X 5/7/20,675
Philippines (the) X 5/8/20,693
Philippines (the) X 5/9/20,712
Philippines (the) X 5/10/20,731
Philippines (the) X 5/11/20,747
Philippines (the) X 5/12/20,763
Philippines (the) X 5/13/20,784
Poland X 5/7/20,757
Poland X 5/8/20,787
Poland X 5/9/20,804
Poland X 5/10/20,823
Poland X 5/11/20,851
Poland X 5/12/20,876
Poland X 5/13/20,897
Portugal X 5/7/20,1105
Portugal X 5/8/20,1120
Portugal X 5/9/20,1134
Portugal X 5/10/20,1149
Portugal X 5/11/20,1163
Portugal X 5/12/20,1179
Portugal X 5/13/20,1194
Qatar X 5/7/20,13
Qatar X 5/8/20,13
Qatar X 5/9/20,13
Qatar X 5/10/20,13
Qatar X 5/11/20,13
Qatar X 5/12/20,13
Qatar X 5/13/20,13
Republic of Korea (the) X 5/7/20,0
Republic of Korea (the) X 5/8/20,0
Republic of Korea (the) X 5/9/20,0
Republic of Korea (the) X 5/10/20,0
Republic of Korea (the) X 5/11/20,0
Republic of Korea (the) X 5/12/20,0
Republic of Korea (the) X 5/13/20,0
Republic of Moldova (the) X 5/7/20,151
Republic of Moldova (the) X 5/8/20,160
Republic of Moldova (the) X 5/9/20,169
Republic of Moldova (the) X 5/10/20,179
Republic of Moldova (the) X 5/11/20,187
Republic of Moldova (the) X 5/12/20,194
Republic of Moldova (the) X 5/13/20,203
Reunion X 5/7/20,0
Reunion X 5/8/20,0
Reunion X 5/9/20,0
Reunion X 5/10/20,0
Reunion X 5/11/20,0
Reunion X 5/12/20,0
Reunion X 5/13/20,0
Romania X 5/7/20,891
Romania X 5/8/20,916
Romania X 5/9/20,941
Romania X 5/10/20,967
Romania X 5/11/20,991
Romania X 5/12/20,1016
Romania X 5/13/20,1042
Russian Federation (the) X 5/7/20,1639
Russian Federation (the) X 5/8/20,1753
Russian Federation (the) X 5/9/20,1858
Russian Federation (the) X 5/10/20,1988
Russian Federation (the) X 5/11/20,2109
Russian Federation (the) X 5/12/20,2241
Russian Federation (the) X 5/13/20,2387
Rwanda X 5/7/20,0
Rwanda X 5/8/20,0
Rwanda X 5/9/20,0
Rwanda X 5/10/20,0
Rwanda X 5/11/20,0
Rwanda X 5/12/20,0
Rwanda X 5/13/20,0
Saint Barthelemy X 5/7/20,0
Saint Barthelemy X 5/8/20,0
Saint Barthelemy X 5/9/20,0
Saint Barthelemy X 5/10/20,0
Saint Barthelemy X 5/11/20,0
Saint Barthelemy X 5/12/20,0
Saint Barthelemy X 5/13/20,0
Saint Kitts and Nevis X 5/7/20,0
Saint Kitts and Nevis X 5/8/20,0
Saint Kitts and Nevis X 5/9/20,0
Saint Kitts and Nevis X 5/10/20,0
Saint Kitts and Nevis X 5/11/20,0
Saint Kitts and Nevis X 5/12/20,0
Saint Kitts and Nevis X 5/13/20,0
Saint Lucia X 5/7/20,0
Saint Lucia X 5/8/20,0
Saint Lucia X 5/9/20,0
Saint Lucia X 5/10/20,0
Saint Lucia X 5/11/20,0
Saint Lucia X 5/12/20,0
Saint Lucia X 5/13/20,0
Saint Vincent and the Grenadines X 5/7/20,0
Saint Vincent and the Grenadines X 5/8/20,0
Saint Vincent and the Grenadines X 5/9/20,0
Saint Vincent and the Grenadines X 5/10/20,0
Saint Vincent and the Grenadines X 5/11/20,0
Saint Vincent and the Grenadines X 5/12/20,0
Saint Vincent and the Grenadines X 5/13/20,0
Samoa X 5/7/20,0
Samoa X 5/8/20,0
Samoa X 5/9/20,0
Samoa X 5/10/20,0
Samoa X 5/11/20,0
Samoa X 5/12/20,0
Samoa X 5/13/20,0
San Marino X 5/7/20,43
San Marino X 5/8/20,45
San Marino X 5/9/20,44
San Marino X 5/10/20,45
San Marino X 5/11/20,46
San Marino X 5/12/20,46
San Marino X 5/13/20,50
Sao Tome and Principe X 5/7/20,3
Sao Tome and Principe X 5/8/20,3
Sao Tome and Principe X 5/9/20,3
Sao Tome and Principe X 5/10/20,3
Sao Tome and Principe X 5/11/20,3
Sao Tome and Principe X 5/12/20,3
Sao Tome and Principe X 5/13/20,3
Saudi Arabia X 5/7/20,218
Saudi Arabia X 5/8/20,227
Saudi Arabia X 5/9/20,236
Saudi Arabia X 5/10/20,244
Saudi Arabia X 5/11/20,253
Saudi Arabia X 5/12/20,261
Saudi Arabia X 5/13/20,271
Senegal X 5/7/20,13
Senegal X 5/8/20,14
Senegal X 5/9/20,15
Senegal X 5/10/20,16
Senegal X 5/11/20,16
Senegal X 5/12/20,17
Senegal X 5/13/20,18
Serbia X 5/7/20,208
Serbia X 5/8/20,212
Serbia X 5/9/20,216
Serbia X 5/10/20,220
Serbia X 5/11/20,224
Serbia X 5/12/20,228
Serbia X 5/13/20,232
Seychelles X 5/7/20,0
Seychelles X 5/8/20,0
Seychelles X 5/9/20,0
Seychelles X 5/10/20,0
Seychelles X 5/11/20,0
Seychelles X 5/12/20,0
Seychelles X 5/13/20,0
Sierra Leone X 5/7/20,17
Sierra Leone X 5/8/20,19
Sierra Leone X 5/9/20,22
Sierra Leone X 5/10/20,26
Sierra Leone X 5/11/20,30
Sierra Leone X 5/12/20,35
Sierra Leone X 5/13/20,40
Singapore X 5/7/20,21
Singapore X 5/8/20,22
Singapore X 5/9/20,22
Singapore X 5/10/20,23
Singapore X 5/11/20,24
Singapore X 5/12/20,25
Singapore X 5/13/20,25
Slovakia X 5/7/20,26
Slovakia X 5/8/20,26
Slovakia X 5/9/20,26
Slovakia X 5/10/20,26
Slovakia X 5/11/20,26
Slovakia X 5/12/20,26
Slovakia X 5/13/20,31
Slovenia X 5/7/20,101
Slovenia X 5/8/20,102
Slovenia X 5/9/20,104
Slovenia X 5/10/20,105
Slovenia X 5/11/20,106
Slovenia X 5/12/20,107
Slovenia X 5/13/20,108
Solomon Islands X 5/7/20,0
Solomon Islands X 5/8/20,0
Solomon Islands X 5/9/20,0
Solomon Islands X 5/10/20,0
Solomon Islands X 5/11/20,0
Solomon Islands X 5/12/20,0
Solomon Islands X 5/13/20,0
Somalia X 5/7/20,42
Somalia X 5/8/20,45
Somalia X 5/9/20,47
Somalia X 5/10/20,50
Somalia X 5/11/20,52
Somalia X 5/12/20,55
Somalia X 5/13/20,54
South Africa X 5/7/20,162
South Africa X 5/8/20,171
South Africa X 5/9/20,181
South Africa X 5/10/20,191
South Africa X 5/11/20,202
South Africa X 5/12/20,213
South Africa X 5/13/20,225
South Sudan X 5/7/20,53
South Sudan X 5/8/20,59
South Sudan X 5/9/20,64
South Sudan X 5/10/20,69
South Sudan X 5/11/20,72
South Sudan X 5/12/20,77
South Sudan X 5/13/20,83
Spain X 5/7/20,26075
Spain X 5/8/20,26404
Spain X 5/9/20,26732
Spain X 5/10/20,27087
Spain X 5/11/20,27394
Spain X 5/12/20,27949
Spain X 5/13/20,28281
Sri Lanka X 5/7/20,10
Sri Lanka X 5/8/20,10
Sri Lanka X 5/9/20,10
Sri Lanka X 5/10/20,10
Sri Lanka X 5/11/20,11
Sri Lanka X 5/12/20,11
Sri Lanka X 5/13/20,11
St Martin X 5/7/20,3
St Martin X 5/8/20,3
St Martin X 5/9/20,3
St Martin X 5/10/20,3
St Martin X 5/11/20,3
St Martin X 5/12/20,3
St Martin X 5/13/20,3
Sudan (the) X 5/7/20,0
Sudan (the) X 5/8/20,0
Sudan (the) X 5/9/20,0
Sudan (the) X 5/10/20,0
Sudan (the) X 5/11/20,0
Sudan (the) X 5/12/20,0
Sudan (the) X 5/13/20,0
Suriname X 5/7/20,1
Suriname X 5/8/20,1
Suriname X 5/9/20,1
Suriname X 5/10/20,1
Suriname X 5/11/20,1
Suriname X 5/12/20,1
Suriname X 5/13/20,1
Sweden X 5/7/20,3062
Sweden X 5/8/20,3149
Sweden X 5/9/20,3153
Sweden X 5/10/20,3154
Sweden X 5/11/20,3171
Sweden X 5/12/20,3332
Sweden X 5/13/20,3578
Switzerland X 5/7/20,1816
Switzerland X 5/8/20,1839
Switzerland X 5/9/20,1853
Switzerland X 5/10/20,1865
Switzerland X 5/11/20,1875
Switzerland X 5/12/20,1908
Switzerland X 5/13/20,1919
Syrian Arab Republic (the) X 5/7/20,3
Syrian Arab Republic (the) X 5/8/20,3
Syrian Arab Republic (the) X 5/9/20,3
Syrian Arab Republic (the) X 5/10/20,3
Syrian Arab Republic (the) X 5/11/20,3
Syrian Arab Republic (the) X 5/12/20,3
Syrian Arab Republic (the) X 5/13/20,4
Taiwan X 5/7/20,7
Taiwan X 5/8/20,7
Taiwan X 5/9/20,7
Taiwan X 5/10/20,7
Taiwan X 5/11/20,7
Taiwan X 5/12/20,7
Taiwan X 5/13/20,7
Tajikistan X 5/7/20,13
Tajikistan X 5/8/20,21
Tajikistan X 5/9/20,33
Tajikistan X 5/10/20,53
Tajikistan X 5/11/20,85
Tajikistan X 5/12/20,136
Tajikistan X 5/13/20,217
Thailand X 5/7/20,56
Thailand X 5/8/20,56
Thailand X 5/9/20,56
Thailand X 5/10/20,57
Thailand X 5/11/20,57
Thailand X 5/12/20,57
Thailand X 5/13/20,58
Timor-Leste X 5/7/20,0
Timor-Leste X 5/8/20,0
Timor-Leste X 5/9/20,0
Timor-Leste X 5/10/20,0
Timor-Leste X 5/11/20,0
Timor-Leste X 5/12/20,0
Timor-Leste X 5/13/20,0
Togo X 5/7/20,10
Togo X 5/8/20,10
Togo X 5/9/20,10
Togo X 5/10/20,10
Togo X 5/11/20,10
Togo X 5/12/20,10
Togo X 5/13/20,10
Tonga X 5/7/20,0
Tonga X 5/8/20,0
Tonga X 5/9/20,0
Tonga X 5/10/20,0
Tonga X 5/11/20,0
Tonga X 5/12/20,0
Tonga X 5/13/20,0
Trinidad and Tobago X 5/7/20,9
Trinidad and Tobago X 5/8/20,9
Trinidad and Tobago X 5/9/20,9
Trinidad and Tobago X 5/10/20,9
Trinidad and Tobago X 5/11/20,9
Trinidad and Tobago X 5/12/20,9
Trinidad and Tobago X 5/13/20,9
Tunisia X 5/7/20,44
Tunisia X 5/8/20,44
Tunisia X 5/9/20,44
Tunisia X 5/10/20,44
Tunisia X 5/11/20,44
Tunisia X 5/12/20,45
Tunisia X 5/13/20,45
Turkey X 5/7/20,3651
Turkey X 5/8/20,3717
Turkey X 5/9/20,3782
Turkey X 5/10/20,3847
Turkey X 5/11/20,3912
Turkey X 5/12/20,3979
Turkey X 5/13/20,4047
Turkmenistan X 5/7/20,0
Turkmenistan X 5/8/20,0
Turkmenistan X 5/9/20,0
Turkmenistan X 5/10/20,0
Turkmenistan X 5/11/20,0
Turkmenistan X 5/12/20,0
Turkmenistan X 5/13/20,0
Tuvalu X 5/7/20,0
Tuvalu X 5/8/20,0
Tuvalu X 5/9/20,0
Tuvalu X 5/10/20,0
Tuvalu X 5/11/20,0
Tuvalu X 5/12/20,0
Tuvalu X 5/13/20,0
Uganda X 5/7/20,0
Uganda X 5/8/20,0
Uganda X 5/9/20,0
Uganda X 5/10/20,0
Uganda X 5/11/20,0
Uganda X 5/12/20,0
Uganda X 5/13/20,0
Ukraine X 5/7/20,341
Ukraine X 5/8/20,352
Ukraine X 5/9/20,368
Ukraine X 5/10/20,379
Ukraine X 5/11/20,392
Ukraine X 5/12/20,411
Ukraine X 5/13/20,425
United Arab Emirates (the) X 5/7/20,169
United Arab Emirates (the) X 5/8/20,182
United Arab Emirates (the) X 5/9/20,196
United Arab Emirates (the) X 5/10/20,210
United Arab Emirates (the) X 5/11/20,226
United Arab Emirates (the) X 5/12/20,242
United Arab Emirates (the) X 5/13/20,261
United Kingdom of Great Britain and Northern Ireland (the) X 5/7/20,30849
United Kingdom of Great Britain and Northern Ireland (the) X 5/8/20,31593
United Kingdom of Great Britain and Northern Ireland (the) X 5/9/20,32125
United Kingdom of Great Britain and Northern Ireland (the) X 5/10/20,32551
United Kingdom of Great Britain and Northern Ireland (the) X 5/11/20,33020
United Kingdom of Great Britain and Northern Ireland (the) X 5/12/20,33699
United Kingdom of Great Britain and Northern Ireland (the) X 5/13/20,34243
United Republic of Tanzania (the) X 5/7/20,17
United Republic of Tanzania (the) X 5/8/20,19
United Republic of Tanzania (the) X 5/9/20,19
United Republic of Tanzania (the) X 5/10/20,20
United Republic of Tanzania (the) X 5/11/20,20
United Republic of Tanzania (the) X 5/12/20,21
United Republic of Tanzania (the) X 5/13/20,22
United States of America (the) X 5/7/20,75626
United States of America (the) X 5/8/20,77828
United States of America (the) X 5/9/20,79988
United States of America (the) X 5/10/20,82019
United States of America (the) X 5/11/20,84062
United States of America (the) X 5/12/20,86373
United States of America (the) X 5/13/20,88707
Uruguay X 5/7/20,17
Uruguay X 5/8/20,17
Uruguay X 5/9/20,17
Uruguay X 5/10/20,17
Uruguay X 5/11/20,18
Uruguay X 5/12/20,18
Uruguay X 5/13/20,18
Uzbekistan X 5/7/20,11
Uzbekistan X 5/8/20,11
Uzbekistan X 5/9/20,11
Uzbekistan X 5/10/20,11
Uzbekistan X 5/11/20,12
Uzbekistan X 5/12/20,12
Uzbekistan X 5/13/20,12
Vanuatu X 5/7/20,0
Vanuatu X 5/8/20,0
Vanuatu X 5/9/20,0
Vanuatu X 5/10/20,0
Vanuatu X 5/11/20,0
Vanuatu X 5/12/20,0
Vanuatu X 5/13/20,0
Venezuela (Bolivarian Republic of) X 5/7/20,11
Venezuela (Bolivarian Republic of) X 5/8/20,11
Venezuela (Bolivarian Republic of) X 5/9/20,11
Venezuela (Bolivarian Republic of) X 5/10/20,11
Venezuela (Bolivarian Republic of) X 5/11/20,11
Venezuela (Bolivarian Republic of) X 5/12/20,11
Venezuela (Bolivarian Republic of) X 5/13/20,11
Viet Nam X 5/7/20,0
Viet Nam X 5/8/20,0
Viet Nam X 5/9/20,0
Viet Nam X 5/10/20,0
Viet Nam X 5/11/20,0
Viet Nam X 5/12/20,0
Viet Nam X 5/13/20,0
Yemen X 5/7/20,6
Yemen X 5/8/20,6
Yemen X 5/9/20,6
Yemen X 5/10/20,6
Yemen X 5/11/20,6
Yemen X 5/12/20,6
Yemen X 5/13/20,6
Zambia X 5/7/20,5
Zambia X 5/8/20,5
Zambia X 5/9/20,5
Zambia X 5/10/20,5
Zambia X 5/11/20,5
Zambia X 5/12/20,5
Zambia X 5/13/20,5
Zimbabwe X 5/7/20,4
Zimbabwe X 5/8/20,4
Zimbabwe X 5/9/20,4
Zimbabwe X 5/10/20,4
Zimbabwe X 5/11/20,4
Zimbabwe X 5/12/20,4
Zimbabwe X 5/13/20,4
