Territory X Date,target
Denmark X 04/08/20,218
Denmark X 04/09/20,233
Denmark X 04/10/20,253
Denmark X 04/11/20,261
Denmark X 04/12/20,274
Denmark X 04/13/20,286
Denmark X 04/14/20,298
Denmark X 04/15/20,312
Denmark X 04/16/20,323
Denmark X 04/17/20,334
Denmark X 04/18/20,350
Denmark X 04/19/20,358
Denmark X 04/20/20,368
Denmark X 04/21/20,375
Denmark X 04/22/20,378
Denmark X 04/23/20,395
Denmark X 04/24/20,405
Denmark X 04/25/20,414
Denmark X 04/26/20,429
Denmark X 04/27/20,430
Denmark X 04/28/20,435
Denmark X 04/29/20,442
Denmark X 04/30/20,453
Denmark X 05/01/20,461
Denmark X 05/02/20,470
Denmark X 05/03/20,486
Denmark X 05/04/20,493
Denmark X 05/05/20,503
Denmark X 05/06/20,513
Denmark X 05/07/20,514
Denmark X 05/08/20,520
Denmark X 05/09/20,527
Denmark X 05/10/20,534
Denmark X 05/11/20,541
Denmark X 05/12/20,548
Denmark X 05/13/20,553
Denmark X 05/14/20,561
Denmark X 05/15/20,568
Denmark X 05/16/20,576
Denmark X 05/17/20,582
Denmark X 05/18/20,593
Denmark X 05/19/20,603
Denmark X 05/20/20,609
Denmark X 05/21/20,618
Denmark X 05/22/20,629
Denmark X 05/23/20,640
Denmark X 05/24/20,648
Denmark X 05/25/20,656
Denmark X 05/26/20,666
Denmark X 05/27/20,678
Denmark X 05/28/20,691
Denmark X 05/29/20,703
Denmark X 05/30/20,717
Denmark X 05/31/20,730
Denmark X 06/01/20,738
Denmark X 06/02/20,749
Denmark X 06/03/20,760
Denmark X 06/04/20,773
Denmark X 06/05/20,782
Denmark X 06/06/20,792
Denmark X 06/07/20,802
Djibouti X 03/06/20,0
Djibouti X 03/07/20,0
Djibouti X 03/08/20,0
Djibouti X 03/09/20,0
Djibouti X 03/10/20,0
Djibouti X 03/11/20,0
Djibouti X 03/12/20,0
Djibouti X 03/13/20,0
Djibouti X 03/14/20,0
Djibouti X 03/15/20,0
Djibouti X 03/16/20,0
Djibouti X 03/17/20,0
Djibouti X 03/18/20,0
Djibouti X 03/19/20,0
Djibouti X 03/20/20,0
Djibouti X 03/21/20,0
Djibouti X 03/22/20,0
Djibouti X 03/23/20,0
Djibouti X 03/24/20,0
Djibouti X 03/25/20,0
Djibouti X 03/26/20,0
Djibouti X 03/27/20,0
Djibouti X 03/28/20,0
Djibouti X 03/29/20,0
Djibouti X 03/30/20,0
Djibouti X 03/31/20,0
Djibouti X 04/01/20,0
Djibouti X 04/02/20,0
Djibouti X 04/03/20,0
Djibouti X 04/04/20,0
Djibouti X 04/05/20,0
Djibouti X 04/06/20,0
Djibouti X 04/07/20,0
Djibouti X 04/08/20,0
Djibouti X 04/09/20,0
Djibouti X 04/10/20,0
Djibouti X 04/11/20,2
Djibouti X 04/12/20,3
Djibouti X 04/13/20,2
Djibouti X 04/14/20,3
Djibouti X 04/15/20,2
Djibouti X 04/16/20,3
Djibouti X 04/17/20,2
Djibouti X 04/18/20,3
Djibouti X 04/19/20,2
Djibouti X 04/20/20,3
Djibouti X 04/21/20,2
Djibouti X 04/22/20,3
Djibouti X 04/23/20,2
Djibouti X 04/24/20,3
Djibouti X 04/25/20,2
Djibouti X 04/26/20,3
Djibouti X 04/27/20,2
Djibouti X 04/28/20,3
Djibouti X 04/29/20,2
Djibouti X 04/30/20,3
Djibouti X 05/01/20,2
Djibouti X 05/02/20,3
Djibouti X 05/03/20,2
Djibouti X 05/04/20,3
Djibouti X 05/05/20,2
Djibouti X 05/06/20,3
Djibouti X 05/07/20,4
Djibouti X 05/08/20,6
Djibouti X 05/09/20,7
Djibouti X 05/10/20,7
Djibouti X 05/11/20,7
Djibouti X 05/12/20,7
Djibouti X 05/13/20,7
Djibouti X 05/14/20,7
Djibouti X 05/15/20,7
Djibouti X 05/16/20,7
Djibouti X 05/17/20,7
Djibouti X 05/18/20,7
Djibouti X 05/19/20,7
Djibouti X 05/20/20,7
Djibouti X 05/21/20,7
Djibouti X 05/22/20,7
Djibouti X 05/23/20,7
Djibouti X 05/24/20,7
Djibouti X 05/25/20,7
Djibouti X 05/26/20,7
Djibouti X 05/27/20,7
Djibouti X 05/28/20,7
Djibouti X 05/29/20,7
Djibouti X 05/30/20,7
Djibouti X 05/31/20,7
Djibouti X 06/01/20,7
Djibouti X 06/02/20,7
Djibouti X 06/03/20,8
Djibouti X 06/04/20,9
Djibouti X 06/05/20,10
Djibouti X 06/06/20,11
Djibouti X 06/07/20,11
Dominica X 03/06/20,0
Dominica X 03/07/20,0
Dominica X 03/08/20,0
Dominica X 03/09/20,0
Dominica X 03/10/20,0
Dominica X 03/11/20,0
Dominica X 03/12/20,0
Dominica X 03/13/20,0
Dominica X 03/14/20,0
Dominica X 03/15/20,0
Dominica X 03/16/20,0
Dominica X 03/17/20,0
Dominica X 03/18/20,0
Dominica X 03/19/20,0
Dominica X 03/20/20,0
Dominica X 03/21/20,0
Dominica X 03/22/20,0
Dominica X 03/23/20,0
Dominica X 03/24/20,0
Dominica X 03/25/20,0
Dominica X 03/26/20,0
Dominica X 03/27/20,0
Dominica X 03/28/20,0
Dominica X 03/29/20,0
Dominica X 03/30/20,0
Dominica X 03/31/20,0
Dominica X 04/01/20,0
Dominica X 04/02/20,0
Dominica X 04/03/20,0
Dominica X 04/04/20,0
Dominica X 04/05/20,0
Dominica X 04/06/20,0
Dominica X 04/07/20,0
Dominica X 04/08/20,0
Dominica X 04/09/20,0
Dominica X 04/10/20,0
Dominica X 04/11/20,0
Dominica X 04/12/20,0
Dominica X 04/13/20,0
Dominica X 04/14/20,0
Dominica X 04/15/20,0
Dominica X 04/16/20,0
Dominica X 04/17/20,0
Dominica X 04/18/20,0
Dominica X 04/19/20,0
Dominica X 04/20/20,0
Dominica X 04/21/20,0
Dominica X 04/22/20,0
Dominica X 04/23/20,0
Dominica X 04/24/20,0
Dominica X 04/25/20,0
Dominica X 04/26/20,0
Dominica X 04/27/20,0
Dominica X 04/28/20,0
Dominica X 04/29/20,0
Dominica X 04/30/20,0
Dominica X 05/01/20,0
Dominica X 05/02/20,0
Dominica X 05/03/20,0
Dominica X 05/04/20,0
Dominica X 05/05/20,0
Dominica X 05/06/20,0
Dominica X 05/07/20,0
Dominica X 05/08/20,0
Dominica X 05/09/20,0
Dominica X 05/10/20,0
Dominica X 05/11/20,0
Dominica X 05/12/20,0
Dominica X 05/13/20,0
Dominica X 05/14/20,0
Dominica X 05/15/20,0
Dominica X 05/16/20,0
Dominica X 05/17/20,0
Dominica X 05/18/20,0
Dominica X 05/19/20,0
Dominica X 05/20/20,0
Dominica X 05/21/20,0
Dominica X 05/22/20,0
Dominica X 05/23/20,0
Dominica X 05/24/20,0
Dominica X 05/25/20,0
Dominica X 05/26/20,0
Dominica X 05/27/20,0
Dominica X 05/28/20,0
Dominica X 05/29/20,0
Dominica X 05/30/20,0
Dominica X 05/31/20,0
Dominica X 06/01/20,0
Dominica X 06/02/20,0
Dominica X 06/03/20,0
Dominica X 06/04/20,0
Dominica X 06/05/20,0
Dominica X 06/06/20,0
Dominica X 06/07/20,0
Dominican Republic (the) X 03/06/20,0
Dominican Republic (the) X 03/07/20,0
Dominican Republic (the) X 03/08/20,0
Dominican Republic (the) X 03/09/20,0
Dominican Republic (the) X 03/10/20,0
Dominican Republic (the) X 03/11/20,0
Dominican Republic (the) X 03/12/20,0
Dominican Republic (the) X 03/13/20,0
Dominican Republic (the) X 03/14/20,0
Dominican Republic (the) X 03/15/20,0
Dominican Republic (the) X 03/16/20,0
Dominican Republic (the) X 03/17/20,0
Dominican Republic (the) X 03/18/20,2
Dominican Republic (the) X 03/19/20,2
Dominican Republic (the) X 03/20/20,4
Dominican Republic (the) X 03/21/20,3
Dominican Republic (the) X 03/22/20,3
Dominican Republic (the) X 03/23/20,4
Dominican Republic (the) X 03/24/20,4
Dominican Republic (the) X 03/25/20,7
Dominican Republic (the) X 03/26/20,12
Dominican Republic (the) X 03/27/20,12
Dominican Republic (the) X 03/28/20,23
Dominican Republic (the) X 03/29/20,32
Dominican Republic (the) X 03/30/20,44
Dominican Republic (the) X 03/31/20,47
Dominican Republic (the) X 04/01/20,57
Dominican Republic (the) X 04/02/20,63
Dominican Republic (the) X 04/03/20,66
Dominican Republic (the) X 04/04/20,74
Dominican Republic (the) X 04/05/20,74
Dominican Republic (the) X 04/06/20,89
Dominican Republic (the) X 04/07/20,93
Dominican Republic (the) X 04/08/20,106
Dominican Republic (the) X 04/09/20,116
Dominican Republic (the) X 04/10/20,127
Dominican Republic (the) X 04/11/20,135
Dominican Republic (the) X 04/12/20,144
Dominican Republic (the) X 04/13/20,187
Dominican Republic (the) X 04/14/20,189
Dominican Republic (the) X 04/15/20,195
Dominican Republic (the) X 04/16/20,201
Dominican Republic (the) X 04/17/20,208
Dominican Republic (the) X 04/18/20,210
Dominican Republic (the) X 04/19/20,228
Dominican Republic (the) X 04/20/20,238
Dominican Republic (the) X 04/21/20,245
Dominican Republic (the) X 04/22/20,255
Dominican Republic (the) X 04/23/20,273
Dominican Republic (the) X 04/24/20,272
Dominican Republic (the) X 04/25/20,274
Dominican Republic (the) X 04/26/20,279
Dominican Republic (the) X 04/27/20,288
Dominican Republic (the) X 04/28/20,288
Dominican Republic (the) X 04/29/20,294
Dominican Republic (the) X 04/30/20,302
Dominican Republic (the) X 05/01/20,308
Dominican Republic (the) X 05/02/20,325
Dominican Republic (the) X 05/03/20,331
Dominican Republic (the) X 05/04/20,344
Dominican Republic (the) X 05/05/20,353
Dominican Republic (the) X 05/06/20,363
Dominican Republic (the) X 05/07/20,371
Dominican Republic (the) X 05/08/20,381
Dominican Republic (the) X 05/09/20,390
Dominican Republic (the) X 05/10/20,385
Dominican Republic (the) X 05/11/20,397
Dominican Republic (the) X 05/12/20,410
Dominican Republic (the) X 05/13/20,421
Dominican Republic (the) X 05/14/20,434
Dominican Republic (the) X 05/15/20,449
Dominican Republic (the) X 05/16/20,455
Dominican Republic (the) X 05/17/20,468
Dominican Republic (the) X 05/18/20,480
Dominican Republic (the) X 05/19/20,493
Dominican Republic (the) X 05/20/20,505
Dominican Republic (the) X 05/21/20,520
Dominican Republic (the) X 05/22/20,545
Dominican Republic (the) X 05/23/20,565
Dominican Republic (the) X 05/24/20,589
Dominican Republic (the) X 05/25/20,608
Dominican Republic (the) X 05/26/20,632
Dominican Republic (the) X 05/27/20,651
Dominican Republic (the) X 05/28/20,669
Dominican Republic (the) X 05/29/20,688
Dominican Republic (the) X 05/30/20,700
Dominican Republic (the) X 05/31/20,727
Dominican Republic (the) X 06/01/20,743
Dominican Republic (the) X 06/02/20,768
Dominican Republic (the) X 06/03/20,792
Dominican Republic (the) X 06/04/20,816
Dominican Republic (the) X 06/05/20,839
Dominican Republic (the) X 06/06/20,862
Dominican Republic (the) X 06/07/20,914
Ecuador X 03/06/20,0
Ecuador X 03/07/20,0
Ecuador X 03/08/20,0
Ecuador X 03/09/20,0
Ecuador X 03/10/20,0
Ecuador X 03/11/20,0
Ecuador X 03/12/20,0
Ecuador X 03/13/20,0
Ecuador X 03/14/20,0
Ecuador X 03/15/20,3
Ecuador X 03/16/20,3
Ecuador X 03/17/20,3
Ecuador X 03/18/20,3
Ecuador X 03/19/20,3
Ecuador X 03/20/20,4
Ecuador X 03/21/20,7
Ecuador X 03/22/20,8
Ecuador X 03/23/20,20
Ecuador X 03/24/20,19
Ecuador X 03/25/20,35
Ecuador X 03/26/20,25
Ecuador X 03/27/20,41
Ecuador X 03/28/20,34
Ecuador X 03/29/20,60
Ecuador X 03/30/20,60
Ecuador X 03/31/20,61
Ecuador X 04/01/20,88
Ecuador X 04/02/20,101
Ecuador X 04/03/20,138
Ecuador X 04/04/20,156
Ecuador X 04/05/20,189
Ecuador X 04/06/20,178
Ecuador X 04/07/20,202
Ecuador X 04/08/20,185
Ecuador X 04/09/20,288
Ecuador X 04/10/20,271
Ecuador X 04/11/20,322
Ecuador X 04/12/20,315
Ecuador X 04/13/20,348
Ecuador X 04/14/20,365
Ecuador X 04/15/20,376
Ecuador X 04/16/20,402
Ecuador X 04/17/20,411
Ecuador X 04/18/20,435
Ecuador X 04/19/20,488
Ecuador X 04/20/20,475
Ecuador X 04/21/20,547
Ecuador X 04/22/20,506
Ecuador X 04/23/20,569
Ecuador X 04/24/20,562
Ecuador X 04/25/20,606
Ecuador X 04/26/20,570
Ecuador X 04/27/20,579
Ecuador X 04/28/20,756
Ecuador X 04/29/20,1013
Ecuador X 04/30/20,847
Ecuador X 05/01/20,964
Ecuador X 05/02/20,1194
Ecuador X 05/03/20,1554
Ecuador X 05/04/20,1634
Ecuador X 05/05/20,1529
Ecuador X 05/06/20,1671
Ecuador X 05/07/20,1627
Ecuador X 05/08/20,1656
Ecuador X 05/09/20,1680
Ecuador X 05/10/20,1707
Ecuador X 05/11/20,1741
Ecuador X 05/12/20,1763
Ecuador X 05/13/20,1792
Ecuador X 05/14/20,1815
Ecuador X 05/15/20,1841
Ecuador X 05/16/20,1894
Ecuador X 05/17/20,1918
Ecuador X 05/18/20,1967
Ecuador X 05/19/20,1982
Ecuador X 05/20/20,2008
Ecuador X 05/21/20,2040
Ecuador X 05/22/20,2064
Ecuador X 05/23/20,2057
Ecuador X 05/24/20,2052
Ecuador X 05/25/20,2185
Ecuador X 05/26/20,2498
Ecuador X 05/27/20,2507
Ecuador X 05/28/20,2518
Ecuador X 05/29/20,2757
Ecuador X 05/30/20,3218
Ecuador X 05/31/20,3511
Ecuador X 06/01/20,3513
Ecuador X 06/02/20,3513
Ecuador X 06/03/20,3561
Ecuador X 06/04/20,3557
Ecuador X 06/05/20,3589
Ecuador X 06/06/20,3616
Ecuador X 06/07/20,3648
Egypt X 03/06/20,0
Egypt X 03/07/20,0
Egypt X 03/08/20,0
Egypt X 03/09/20,2
Egypt X 03/10/20,2
Egypt X 03/11/20,2
Egypt X 03/12/20,2
Egypt X 03/13/20,2
Egypt X 03/14/20,3
Egypt X 03/15/20,3
Egypt X 03/16/20,3
Egypt X 03/17/20,3
Egypt X 03/18/20,5
Egypt X 03/19/20,7
Egypt X 03/20/20,7
Egypt X 03/21/20,10
Egypt X 03/22/20,12
Egypt X 03/23/20,17
Egypt X 03/24/20,23
Egypt X 03/25/20,23
Egypt X 03/26/20,24
Egypt X 03/27/20,27
Egypt X 03/28/20,34
Egypt X 03/29/20,41
Egypt X 03/30/20,45
Egypt X 03/31/20,45
Egypt X 04/01/20,50
Egypt X 04/02/20,57
Egypt X 04/03/20,63
Egypt X 04/04/20,72
Egypt X 04/05/20,77
Egypt X 04/06/20,85
Egypt X 04/07/20,92
Egypt X 04/08/20,102
Egypt X 04/09/20,111
Egypt X 04/10/20,128
Egypt X 04/11/20,147
Egypt X 04/12/20,158
Egypt X 04/13/20,172
Egypt X 04/14/20,175
Egypt X 04/15/20,190
Egypt X 04/16/20,194
Egypt X 04/17/20,207
Egypt X 04/18/20,216
Egypt X 04/19/20,237
Egypt X 04/20/20,252
Egypt X 04/21/20,265
Egypt X 04/22/20,279
Egypt X 04/23/20,290
Egypt X 04/24/20,300
Egypt X 04/25/20,306
Egypt X 04/26/20,320
Egypt X 04/27/20,331
Egypt X 04/28/20,351
Egypt X 04/29/20,375
Egypt X 04/30/20,398
Egypt X 05/01/20,408
Egypt X 05/02/20,423
Egypt X 05/03/20,431
Egypt X 05/04/20,444
Egypt X 05/05/20,449
Egypt X 05/06/20,466
Egypt X 05/07/20,482
Egypt X 05/08/20,496
Egypt X 05/09/20,511
Egypt X 05/10/20,525
Egypt X 05/11/20,543
Egypt X 05/12/20,561
Egypt X 05/13/20,581
Egypt X 05/14/20,598
Egypt X 05/15/20,618
Egypt X 05/16/20,636
Egypt X 05/17/20,657
Egypt X 05/18/20,682
Egypt X 05/19/20,701
Egypt X 05/20/20,722
Egypt X 05/21/20,746
Egypt X 05/22/20,775
Egypt X 05/23/20,802
Egypt X 05/24/20,829
Egypt X 05/25/20,850
Egypt X 05/26/20,875
Egypt X 05/27/20,902
Egypt X 05/28/20,932
Egypt X 05/29/20,965
Egypt X 05/30/20,997
Egypt X 05/31/20,1030
Egypt X 06/01/20,1066
Egypt X 06/02/20,1102
Egypt X 06/03/20,1138
Egypt X 06/04/20,1184
Egypt X 06/05/20,1232
Egypt X 06/06/20,1274
Egypt X 06/07/20,1318
El Salvador X 03/06/20,0
El Salvador X 03/07/20,0
El Salvador X 03/08/20,0
El Salvador X 03/09/20,0
El Salvador X 03/10/20,0
El Salvador X 03/11/20,0
El Salvador X 03/12/20,0
El Salvador X 03/13/20,0
El Salvador X 03/14/20,0
El Salvador X 03/15/20,0
El Salvador X 03/16/20,0
El Salvador X 03/17/20,0
El Salvador X 03/18/20,0
El Salvador X 03/19/20,0
El Salvador X 03/20/20,0
El Salvador X 03/21/20,0
El Salvador X 03/22/20,0
El Salvador X 03/23/20,0
El Salvador X 03/24/20,0
El Salvador X 03/25/20,0
El Salvador X 03/26/20,0
El Salvador X 03/27/20,0
El Salvador X 03/28/20,0
El Salvador X 03/29/20,0
El Salvador X 03/30/20,0
El Salvador X 03/31/20,0
El Salvador X 04/01/20,2
El Salvador X 04/02/20,2
El Salvador X 04/03/20,3
El Salvador X 04/04/20,3
El Salvador X 04/05/20,4
El Salvador X 04/06/20,4
El Salvador X 04/07/20,5
El Salvador X 04/08/20,5
El Salvador X 04/09/20,6
El Salvador X 04/10/20,7
El Salvador X 04/11/20,7
El Salvador X 04/12/20,7
El Salvador X 04/13/20,7
El Salvador X 04/14/20,7
El Salvador X 04/15/20,7
El Salvador X 04/16/20,7
El Salvador X 04/17/20,7
El Salvador X 04/18/20,8
El Salvador X 04/19/20,8
El Salvador X 04/20/20,8
El Salvador X 04/21/20,8
El Salvador X 04/22/20,8
El Salvador X 04/23/20,8
El Salvador X 04/24/20,9
El Salvador X 04/25/20,9
El Salvador X 04/26/20,9
El Salvador X 04/27/20,9
El Salvador X 04/28/20,9
El Salvador X 04/29/20,9
El Salvador X 04/30/20,10
El Salvador X 05/01/20,11
El Salvador X 05/02/20,11
El Salvador X 05/03/20,12
El Salvador X 05/04/20,12
El Salvador X 05/05/20,14
El Salvador X 05/06/20,16
El Salvador X 05/07/20,17
El Salvador X 05/08/20,17
El Salvador X 05/09/20,17
El Salvador X 05/10/20,17
El Salvador X 05/11/20,18
El Salvador X 05/12/20,18
El Salvador X 05/13/20,18
El Salvador X 05/14/20,19
El Salvador X 05/15/20,20
El Salvador X 05/16/20,20
El Salvador X 05/17/20,21
El Salvador X 05/18/20,21
El Salvador X 05/19/20,21
El Salvador X 05/20/20,22
El Salvador X 05/21/20,23
El Salvador X 05/22/20,23
El Salvador X 05/23/20,24
El Salvador X 05/24/20,24
El Salvador X 05/25/20,24
El Salvador X 05/26/20,25
El Salvador X 05/27/20,26
El Salvador X 05/28/20,28
El Salvador X 05/29/20,28
El Salvador X 05/30/20,30
El Salvador X 05/31/20,30
El Salvador X 06/01/20,32
El Salvador X 06/02/20,33
El Salvador X 06/03/20,35
El Salvador X 06/04/20,36
El Salvador X 06/05/20,37
El Salvador X 06/06/20,38
El Salvador X 06/07/20,39
Equatorial Guinea X 03/06/20,0
Equatorial Guinea X 03/07/20,0
Equatorial Guinea X 03/08/20,0
Equatorial Guinea X 03/09/20,0
Equatorial Guinea X 03/10/20,0
Equatorial Guinea X 03/11/20,0
Equatorial Guinea X 03/12/20,0
Equatorial Guinea X 03/13/20,0
Equatorial Guinea X 03/14/20,0
Equatorial Guinea X 03/15/20,0
Equatorial Guinea X 03/16/20,0
Equatorial Guinea X 03/17/20,0
Equatorial Guinea X 03/18/20,0
Equatorial Guinea X 03/19/20,0
Equatorial Guinea X 03/20/20,0
Equatorial Guinea X 03/21/20,0
Equatorial Guinea X 03/22/20,0
Equatorial Guinea X 03/23/20,0
Equatorial Guinea X 03/24/20,0
Equatorial Guinea X 03/25/20,0
Equatorial Guinea X 03/26/20,0
Equatorial Guinea X 03/27/20,0
Equatorial Guinea X 03/28/20,0
Equatorial Guinea X 03/29/20,0
Equatorial Guinea X 03/30/20,0
Equatorial Guinea X 03/31/20,0
Equatorial Guinea X 04/01/20,0
Equatorial Guinea X 04/02/20,0
Equatorial Guinea X 04/03/20,0
Equatorial Guinea X 04/04/20,0
Equatorial Guinea X 04/05/20,0
Equatorial Guinea X 04/06/20,0
Equatorial Guinea X 04/07/20,0
Equatorial Guinea X 04/08/20,0
Equatorial Guinea X 04/09/20,0
Equatorial Guinea X 04/10/20,0
Equatorial Guinea X 04/11/20,0
Equatorial Guinea X 04/12/20,0
Equatorial Guinea X 04/13/20,0
Equatorial Guinea X 04/14/20,0
Equatorial Guinea X 04/15/20,0
Equatorial Guinea X 04/16/20,0
Equatorial Guinea X 04/17/20,0
Equatorial Guinea X 04/18/20,0
Equatorial Guinea X 04/19/20,0
Equatorial Guinea X 04/20/20,0
Equatorial Guinea X 04/21/20,0
Equatorial Guinea X 04/22/20,0
Equatorial Guinea X 04/23/20,1
Equatorial Guinea X 04/24/20,1
Equatorial Guinea X 04/25/20,1
Equatorial Guinea X 04/26/20,1
Equatorial Guinea X 04/27/20,1
Equatorial Guinea X 04/28/20,1
Equatorial Guinea X 04/29/20,1
Equatorial Guinea X 04/30/20,1
Equatorial Guinea X 05/01/20,1
Equatorial Guinea X 05/02/20,1
Equatorial Guinea X 05/03/20,1
Equatorial Guinea X 05/04/20,1
Equatorial Guinea X 05/05/20,3
Equatorial Guinea X 05/06/20,3
Equatorial Guinea X 05/07/20,4
Equatorial Guinea X 05/08/20,4
Equatorial Guinea X 05/09/20,4
Equatorial Guinea X 05/10/20,4
Equatorial Guinea X 05/11/20,4
Equatorial Guinea X 05/12/20,4
Equatorial Guinea X 05/13/20,4
Equatorial Guinea X 05/14/20,4
Equatorial Guinea X 05/15/20,4
Equatorial Guinea X 05/16/20,4
Equatorial Guinea X 05/17/20,4
Equatorial Guinea X 05/18/20,4
Equatorial Guinea X 05/19/20,4
Equatorial Guinea X 05/20/20,5
Equatorial Guinea X 05/21/20,5
Equatorial Guinea X 05/22/20,5
Equatorial Guinea X 05/23/20,5
Equatorial Guinea X 05/24/20,5
Equatorial Guinea X 05/25/20,5
Equatorial Guinea X 05/26/20,5
Equatorial Guinea X 05/27/20,5
Equatorial Guinea X 05/28/20,5
Equatorial Guinea X 05/29/20,5
Equatorial Guinea X 05/30/20,5
Equatorial Guinea X 05/31/20,5
Equatorial Guinea X 06/01/20,7
Equatorial Guinea X 06/02/20,7
Equatorial Guinea X 06/03/20,8
Equatorial Guinea X 06/04/20,8
Equatorial Guinea X 06/05/20,8
Equatorial Guinea X 06/06/20,8
Equatorial Guinea X 06/07/20,8
Eritrea X 03/06/20,0
Eritrea X 03/07/20,0
Eritrea X 03/08/20,0
Eritrea X 03/09/20,0
Eritrea X 03/10/20,0
Eritrea X 03/11/20,0
Eritrea X 03/12/20,0
Eritrea X 03/13/20,0
Eritrea X 03/14/20,0
Eritrea X 03/15/20,0
Eritrea X 03/16/20,0
Eritrea X 03/17/20,0
Eritrea X 03/18/20,0
Eritrea X 03/19/20,0
Eritrea X 03/20/20,0
Eritrea X 03/21/20,0
Eritrea X 03/22/20,0
Eritrea X 03/23/20,0
Eritrea X 03/24/20,0
Eritrea X 03/25/20,0
Eritrea X 03/26/20,0
Eritrea X 03/27/20,0
Eritrea X 03/28/20,0
Eritrea X 03/29/20,0
Eritrea X 03/30/20,0
Eritrea X 03/31/20,0
Eritrea X 04/01/20,0
Eritrea X 04/02/20,0
Eritrea X 04/03/20,0
Eritrea X 04/04/20,0
Eritrea X 04/05/20,0
Eritrea X 04/06/20,0
Eritrea X 04/07/20,0
Eritrea X 04/08/20,0
Eritrea X 04/09/20,0
Eritrea X 04/10/20,0
Eritrea X 04/11/20,0
Eritrea X 04/12/20,0
Eritrea X 04/13/20,0
Eritrea X 04/14/20,0
Eritrea X 04/15/20,0
Eritrea X 04/16/20,0
Eritrea X 04/17/20,0
Eritrea X 04/18/20,0
Eritrea X 04/19/20,0
Eritrea X 04/20/20,0
Eritrea X 04/21/20,0
Eritrea X 04/22/20,0
Eritrea X 04/23/20,0
Eritrea X 04/24/20,0
Eritrea X 04/25/20,0
Eritrea X 04/26/20,0
Eritrea X 04/27/20,0
Eritrea X 04/28/20,0
Eritrea X 04/29/20,0
Eritrea X 04/30/20,0
Eritrea X 05/01/20,0
Eritrea X 05/02/20,0
Eritrea X 05/03/20,0
Eritrea X 05/04/20,0
Eritrea X 05/05/20,0
Eritrea X 05/06/20,0
Eritrea X 05/07/20,0
Eritrea X 05/08/20,0
Eritrea X 05/09/20,0
Eritrea X 05/10/20,0
Eritrea X 05/11/20,0
Eritrea X 05/12/20,0
Eritrea X 05/13/20,0
Eritrea X 05/14/20,0
Eritrea X 05/15/20,0
Eritrea X 05/16/20,0
Eritrea X 05/17/20,0
Eritrea X 05/18/20,0
Eritrea X 05/19/20,0
Eritrea X 05/20/20,0
Eritrea X 05/21/20,0
Eritrea X 05/22/20,0
Eritrea X 05/23/20,0
Eritrea X 05/24/20,0
Eritrea X 05/25/20,0
Eritrea X 05/26/20,0
Eritrea X 05/27/20,0
Eritrea X 05/28/20,0
Eritrea X 05/29/20,0
Eritrea X 05/30/20,0
Eritrea X 05/31/20,0
Eritrea X 06/01/20,0
Eritrea X 06/02/20,0
Eritrea X 06/03/20,0
Eritrea X 06/04/20,0
Eritrea X 06/05/20,0
Eritrea X 06/06/20,0
Eritrea X 06/07/20,0
Estonia X 03/06/20,0
Estonia X 03/07/20,0
Estonia X 03/08/20,0
Estonia X 03/09/20,0
Estonia X 03/10/20,0
Estonia X 03/11/20,0
Estonia X 03/12/20,0
Estonia X 03/13/20,0
Estonia X 03/14/20,0
Estonia X 03/15/20,0
Estonia X 03/16/20,0
Estonia X 03/17/20,0
Estonia X 03/18/20,0
Estonia X 03/19/20,0
Estonia X 03/20/20,0
Estonia X 03/21/20,0
Estonia X 03/22/20,0
Estonia X 03/23/20,0
Estonia X 03/24/20,0
Estonia X 03/25/20,0
Estonia X 03/26/20,2
Estonia X 03/27/20,2
Estonia X 03/28/20,2
Estonia X 03/29/20,2
Estonia X 03/30/20,4
Estonia X 03/31/20,4
Estonia X 04/01/20,5
Estonia X 04/02/20,6
Estonia X 04/03/20,13
Estonia X 04/04/20,14
Estonia X 04/05/20,15
Estonia X 04/06/20,17
Estonia X 04/07/20,21
Estonia X 04/08/20,23
Estonia X 04/09/20,27
Estonia X 04/10/20,26
Estonia X 04/11/20,26
Estonia X 04/12/20,25
Estonia X 04/13/20,26
Estonia X 04/14/20,30
Estonia X 04/15/20,33
Estonia X 04/16/20,38
Estonia X 04/17/20,38
Estonia X 04/18/20,40
Estonia X 04/19/20,40
Estonia X 04/20/20,42
Estonia X 04/21/20,41
Estonia X 04/22/20,45
Estonia X 04/23/20,46
Estonia X 04/24/20,47
Estonia X 04/25/20,48
Estonia X 04/26/20,48
Estonia X 04/27/20,51
Estonia X 04/28/20,52
Estonia X 04/29/20,51
Estonia X 04/30/20,52
Estonia X 05/01/20,53
Estonia X 05/02/20,53
Estonia X 05/03/20,54
Estonia X 05/04/20,57
Estonia X 05/05/20,56
Estonia X 05/06/20,56
Estonia X 05/07/20,55
Estonia X 05/08/20,55
Estonia X 05/09/20,55
Estonia X 05/10/20,56
Estonia X 05/11/20,56
Estonia X 05/12/20,57
Estonia X 05/13/20,58
Estonia X 05/14/20,58
Estonia X 05/15/20,58
Estonia X 05/16/20,58
Estonia X 05/17/20,59
Estonia X 05/18/20,59
Estonia X 05/19/20,59
Estonia X 05/20/20,60
Estonia X 05/21/20,60
Estonia X 05/22/20,60
Estonia X 05/23/20,60
Estonia X 05/24/20,62
Estonia X 05/25/20,62
Estonia X 05/26/20,62
