Territory X Date,target,cases,Territory,Date
Cayman Islands X 4/27/20,1,70,Cayman Islands,4/27/20
Cayman Islands X 4/28/20,1,70,Cayman Islands,4/28/20
Cayman Islands X 4/29/20,1,73,Cayman Islands,4/29/20
Cayman Islands X 4/30/20,1,73,Cayman Islands,4/30/20
Cayman Islands X 5/1/20,1,74,Cayman Islands,5/1/20
Cayman Islands X 5/2/20,1,74,Cayman Islands,5/2/20
Cayman Islands X 5/3/20,1,74,Cayman Islands,5/3/20
Cayman Islands X 5/4/20,1,75,Cayman Islands,5/4/20
Cayman Islands X 5/5/20,1,78,Cayman Islands,5/5/20
Cayman Islands X 5/6/20,1,78,Cayman Islands,5/6/20
Central African Republic (the) X 1/22/20,0,0,Central African Republic (the),1/22/20
Central African Republic (the) X 1/23/20,0,0,Central African Republic (the),1/23/20
Central African Republic (the) X 1/24/20,0,0,Central African Republic (the),1/24/20
Central African Republic (the) X 1/25/20,0,0,Central African Republic (the),1/25/20
Central African Republic (the) X 1/26/20,0,0,Central African Republic (the),1/26/20
Central African Republic (the) X 1/27/20,0,0,Central African Republic (the),1/27/20
Central African Republic (the) X 1/28/20,0,0,Central African Republic (the),1/28/20
Central African Republic (the) X 1/29/20,0,0,Central African Republic (the),1/29/20
Central African Republic (the) X 1/30/20,0,0,Central African Republic (the),1/30/20
Central African Republic (the) X 1/31/20,0,0,Central African Republic (the),1/31/20
Central African Republic (the) X 2/1/20,0,0,Central African Republic (the),2/1/20
Central African Republic (the) X 2/2/20,0,0,Central African Republic (the),2/2/20
Central African Republic (the) X 2/3/20,0,0,Central African Republic (the),2/3/20
Central African Republic (the) X 2/4/20,0,0,Central African Republic (the),2/4/20
Central African Republic (the) X 2/5/20,0,0,Central African Republic (the),2/5/20
Central African Republic (the) X 2/6/20,0,0,Central African Republic (the),2/6/20
Central African Republic (the) X 2/7/20,0,0,Central African Republic (the),2/7/20
Central African Republic (the) X 2/8/20,0,0,Central African Republic (the),2/8/20
Central African Republic (the) X 2/9/20,0,0,Central African Republic (the),2/9/20
Central African Republic (the) X 2/10/20,0,0,Central African Republic (the),2/10/20
Central African Republic (the) X 2/11/20,0,0,Central African Republic (the),2/11/20
Central African Republic (the) X 2/12/20,0,0,Central African Republic (the),2/12/20
Central African Republic (the) X 2/13/20,0,0,Central African Republic (the),2/13/20
Central African Republic (the) X 2/14/20,0,0,Central African Republic (the),2/14/20
Central African Republic (the) X 2/15/20,0,0,Central African Republic (the),2/15/20
Central African Republic (the) X 2/16/20,0,0,Central African Republic (the),2/16/20
Central African Republic (the) X 2/17/20,0,0,Central African Republic (the),2/17/20
Central African Republic (the) X 2/18/20,0,0,Central African Republic (the),2/18/20
Central African Republic (the) X 2/19/20,0,0,Central African Republic (the),2/19/20
Central African Republic (the) X 2/20/20,0,0,Central African Republic (the),2/20/20
Central African Republic (the) X 2/21/20,0,0,Central African Republic (the),2/21/20
Central African Republic (the) X 2/22/20,0,0,Central African Republic (the),2/22/20
Central African Republic (the) X 2/23/20,0,0,Central African Republic (the),2/23/20
Central African Republic (the) X 2/24/20,0,0,Central African Republic (the),2/24/20
Central African Republic (the) X 2/25/20,0,0,Central African Republic (the),2/25/20
Central African Republic (the) X 2/26/20,0,0,Central African Republic (the),2/26/20
Central African Republic (the) X 2/27/20,0,0,Central African Republic (the),2/27/20
Central African Republic (the) X 2/28/20,0,0,Central African Republic (the),2/28/20
Central African Republic (the) X 2/29/20,0,0,Central African Republic (the),2/29/20
Central African Republic (the) X 3/1/20,0,0,Central African Republic (the),3/1/20
Central African Republic (the) X 3/2/20,0,0,Central African Republic (the),3/2/20
Central African Republic (the) X 3/3/20,0,0,Central African Republic (the),3/3/20
Central African Republic (the) X 3/4/20,0,0,Central African Republic (the),3/4/20
Central African Republic (the) X 3/5/20,0,0,Central African Republic (the),3/5/20
Central African Republic (the) X 3/6/20,0,0,Central African Republic (the),3/6/20
Central African Republic (the) X 3/7/20,0,0,Central African Republic (the),3/7/20
Central African Republic (the) X 3/8/20,0,0,Central African Republic (the),3/8/20
Central African Republic (the) X 3/9/20,0,0,Central African Republic (the),3/9/20
Central African Republic (the) X 3/10/20,0,0,Central African Republic (the),3/10/20
Central African Republic (the) X 3/11/20,0,0,Central African Republic (the),3/11/20
Central African Republic (the) X 3/12/20,0,0,Central African Republic (the),3/12/20
Central African Republic (the) X 3/13/20,0,0,Central African Republic (the),3/13/20
Central African Republic (the) X 3/14/20,0,0,Central African Republic (the),3/14/20
Central African Republic (the) X 3/15/20,0,1,Central African Republic (the),3/15/20
Central African Republic (the) X 3/16/20,0,1,Central African Republic (the),3/16/20
Central African Republic (the) X 3/17/20,0,1,Central African Republic (the),3/17/20
Central African Republic (the) X 3/18/20,0,1,Central African Republic (the),3/18/20
Central African Republic (the) X 3/19/20,0,1,Central African Republic (the),3/19/20
Central African Republic (the) X 3/20/20,0,3,Central African Republic (the),3/20/20
Central African Republic (the) X 3/21/20,0,3,Central African Republic (the),3/21/20
Central African Republic (the) X 3/22/20,0,3,Central African Republic (the),3/22/20
Central African Republic (the) X 3/23/20,0,3,Central African Republic (the),3/23/20
Central African Republic (the) X 3/24/20,0,3,Central African Republic (the),3/24/20
Central African Republic (the) X 3/25/20,0,3,Central African Republic (the),3/25/20
Central African Republic (the) X 3/26/20,0,3,Central African Republic (the),3/26/20
Central African Republic (the) X 3/27/20,0,3,Central African Republic (the),3/27/20
Central African Republic (the) X 3/28/20,0,3,Central African Republic (the),3/28/20
Central African Republic (the) X 3/29/20,0,3,Central African Republic (the),3/29/20
Central African Republic (the) X 3/30/20,0,3,Central African Republic (the),3/30/20
Central African Republic (the) X 3/31/20,0,3,Central African Republic (the),3/31/20
Central African Republic (the) X 4/1/20,0,3,Central African Republic (the),4/1/20
Central African Republic (the) X 4/2/20,0,3,Central African Republic (the),4/2/20
Central African Republic (the) X 4/3/20,0,8,Central African Republic (the),4/3/20
Central African Republic (the) X 4/4/20,0,8,Central African Republic (the),4/4/20
Central African Republic (the) X 4/5/20,0,8,Central African Republic (the),4/5/20
Central African Republic (the) X 4/6/20,0,8,Central African Republic (the),4/6/20
Central African Republic (the) X 4/7/20,0,8,Central African Republic (the),4/7/20
Central African Republic (the) X 4/8/20,0,8,Central African Republic (the),4/8/20
Central African Republic (the) X 4/9/20,0,8,Central African Republic (the),4/9/20
Central African Republic (the) X 4/10/20,0,8,Central African Republic (the),4/10/20
Central African Republic (the) X 4/11/20,0,8,Central African Republic (the),4/11/20
Central African Republic (the) X 4/12/20,0,8,Central African Republic (the),4/12/20
Central African Republic (the) X 4/13/20,0,11,Central African Republic (the),4/13/20
Central African Republic (the) X 4/14/20,0,11,Central African Republic (the),4/14/20
Central African Republic (the) X 4/15/20,0,12,Central African Republic (the),4/15/20
Central African Republic (the) X 4/16/20,0,12,Central African Republic (the),4/16/20
Central African Republic (the) X 4/17/20,0,12,Central African Republic (the),4/17/20
Central African Republic (the) X 4/18/20,0,12,Central African Republic (the),4/18/20
Central African Republic (the) X 4/19/20,0,12,Central African Republic (the),4/19/20
Central African Republic (the) X 4/20/20,0,12,Central African Republic (the),4/20/20
Central African Republic (the) X 4/21/20,0,14,Central African Republic (the),4/21/20
Central African Republic (the) X 4/22/20,0,14,Central African Republic (the),4/22/20
Central African Republic (the) X 4/23/20,0,16,Central African Republic (the),4/23/20
Central African Republic (the) X 4/24/20,0,16,Central African Republic (the),4/24/20
Central African Republic (the) X 4/25/20,0,16,Central African Republic (the),4/25/20
Central African Republic (the) X 4/26/20,0,19,Central African Republic (the),4/26/20
Central African Republic (the) X 4/27/20,0,19,Central African Republic (the),4/27/20
Central African Republic (the) X 4/28/20,0,50,Central African Republic (the),4/28/20
Central African Republic (the) X 4/29/20,0,50,Central African Republic (the),4/29/20
Central African Republic (the) X 4/30/20,0,50,Central African Republic (the),4/30/20
Central African Republic (the) X 5/1/20,0,72,Central African Republic (the),5/1/20
Central African Republic (the) X 5/2/20,0,72,Central African Republic (the),5/2/20
Central African Republic (the) X 5/3/20,0,72,Central African Republic (the),5/3/20
Central African Republic (the) X 5/4/20,0,85,Central African Republic (the),5/4/20
Central African Republic (the) X 5/5/20,0,85,Central African Republic (the),5/5/20
Central African Republic (the) X 5/6/20,0,94,Central African Republic (the),5/6/20
Chad X 1/22/20,0,0,Chad,1/22/20
Chad X 1/23/20,0,0,Chad,1/23/20
Chad X 1/24/20,0,0,Chad,1/24/20
Chad X 1/25/20,0,0,Chad,1/25/20
Chad X 1/26/20,0,0,Chad,1/26/20
Chad X 1/27/20,0,0,Chad,1/27/20
Chad X 1/28/20,0,0,Chad,1/28/20
Chad X 1/29/20,0,0,Chad,1/29/20
Chad X 1/30/20,0,0,Chad,1/30/20
Chad X 1/31/20,0,0,Chad,1/31/20
Chad X 2/1/20,0,0,Chad,2/1/20
Chad X 2/2/20,0,0,Chad,2/2/20
Chad X 2/3/20,0,0,Chad,2/3/20
Chad X 2/4/20,0,0,Chad,2/4/20
Chad X 2/5/20,0,0,Chad,2/5/20
Chad X 2/6/20,0,0,Chad,2/6/20
Chad X 2/7/20,0,0,Chad,2/7/20
Chad X 2/8/20,0,0,Chad,2/8/20
Chad X 2/9/20,0,0,Chad,2/9/20
Chad X 2/10/20,0,0,Chad,2/10/20
Chad X 2/11/20,0,0,Chad,2/11/20
Chad X 2/12/20,0,0,Chad,2/12/20
Chad X 2/13/20,0,0,Chad,2/13/20
Chad X 2/14/20,0,0,Chad,2/14/20
Chad X 2/15/20,0,0,Chad,2/15/20
Chad X 2/16/20,0,0,Chad,2/16/20
Chad X 2/17/20,0,0,Chad,2/17/20
Chad X 2/18/20,0,0,Chad,2/18/20
Chad X 2/19/20,0,0,Chad,2/19/20
Chad X 2/20/20,0,0,Chad,2/20/20
Chad X 2/21/20,0,0,Chad,2/21/20
Chad X 2/22/20,0,0,Chad,2/22/20
Chad X 2/23/20,0,0,Chad,2/23/20
Chad X 2/24/20,0,0,Chad,2/24/20
Chad X 2/25/20,0,0,Chad,2/25/20
Chad X 2/26/20,0,0,Chad,2/26/20
Chad X 2/27/20,0,0,Chad,2/27/20
Chad X 2/28/20,0,0,Chad,2/28/20
Chad X 2/29/20,0,0,Chad,2/29/20
Chad X 3/1/20,0,0,Chad,3/1/20
Chad X 3/2/20,0,0,Chad,3/2/20
Chad X 3/3/20,0,0,Chad,3/3/20
Chad X 3/4/20,0,0,Chad,3/4/20
Chad X 3/5/20,0,0,Chad,3/5/20
Chad X 3/6/20,0,0,Chad,3/6/20
Chad X 3/7/20,0,0,Chad,3/7/20
Chad X 3/8/20,0,0,Chad,3/8/20
Chad X 3/9/20,0,0,Chad,3/9/20
Chad X 3/10/20,0,0,Chad,3/10/20
Chad X 3/11/20,0,0,Chad,3/11/20
Chad X 3/12/20,0,0,Chad,3/12/20
Chad X 3/13/20,0,0,Chad,3/13/20
Chad X 3/14/20,0,0,Chad,3/14/20
Chad X 3/15/20,0,0,Chad,3/15/20
Chad X 3/16/20,0,0,Chad,3/16/20
Chad X 3/17/20,0,0,Chad,3/17/20
Chad X 3/18/20,0,0,Chad,3/18/20
Chad X 3/19/20,0,1,Chad,3/19/20
Chad X 3/20/20,0,1,Chad,3/20/20
Chad X 3/21/20,0,1,Chad,3/21/20
Chad X 3/22/20,0,1,Chad,3/22/20
Chad X 3/23/20,0,1,Chad,3/23/20
Chad X 3/24/20,0,3,Chad,3/24/20
Chad X 3/25/20,0,3,Chad,3/25/20
Chad X 3/26/20,0,3,Chad,3/26/20
Chad X 3/27/20,0,3,Chad,3/27/20
Chad X 3/28/20,0,3,Chad,3/28/20
Chad X 3/29/20,0,3,Chad,3/29/20
Chad X 3/30/20,0,5,Chad,3/30/20
Chad X 3/31/20,0,7,Chad,3/31/20
Chad X 4/1/20,0,7,Chad,4/1/20
Chad X 4/2/20,0,8,Chad,4/2/20
Chad X 4/3/20,0,8,Chad,4/3/20
Chad X 4/4/20,0,9,Chad,4/4/20
Chad X 4/5/20,0,9,Chad,4/5/20
Chad X 4/6/20,0,9,Chad,4/6/20
Chad X 4/7/20,0,10,Chad,4/7/20
Chad X 4/8/20,0,10,Chad,4/8/20
Chad X 4/9/20,0,11,Chad,4/9/20
Chad X 4/10/20,0,11,Chad,4/10/20
Chad X 4/11/20,0,11,Chad,4/11/20
Chad X 4/12/20,0,18,Chad,4/12/20
Chad X 4/13/20,0,23,Chad,4/13/20
Chad X 4/14/20,0,23,Chad,4/14/20
Chad X 4/15/20,0,23,Chad,4/15/20
Chad X 4/16/20,0,27,Chad,4/16/20
Chad X 4/17/20,0,27,Chad,4/17/20
Chad X 4/18/20,0,33,Chad,4/18/20
Chad X 4/19/20,0,33,Chad,4/19/20
Chad X 4/20/20,0,33,Chad,4/20/20
Chad X 4/21/20,0,33,Chad,4/21/20
Chad X 4/22/20,0,33,Chad,4/22/20
Chad X 4/23/20,0,33,Chad,4/23/20
Chad X 4/24/20,0,40,Chad,4/24/20
Chad X 4/25/20,0,46,Chad,4/25/20
Chad X 4/26/20,0,46,Chad,4/26/20
Chad X 4/27/20,0,46,Chad,4/27/20
Chad X 4/28/20,2,52,Chad,4/28/20
Chad X 4/29/20,2,52,Chad,4/29/20
Chad X 4/30/20,5,73,Chad,4/30/20
Chad X 5/1/20,5,73,Chad,5/1/20
Chad X 5/2/20,10,117,Chad,5/2/20
Chad X 5/3/20,10,117,Chad,5/3/20
Chad X 5/4/20,10,117,Chad,5/4/20
Chad X 5/5/20,17,170,Chad,5/5/20
Chad X 5/6/20,17,170,Chad,5/6/20
Chile X 1/22/20,0,0,Chile,1/22/20
Chile X 1/23/20,0,0,Chile,1/23/20
Chile X 1/24/20,0,0,Chile,1/24/20
Chile X 1/25/20,0,0,Chile,1/25/20
Chile X 1/26/20,0,0,Chile,1/26/20
Chile X 1/27/20,0,0,Chile,1/27/20
Chile X 1/28/20,0,0,Chile,1/28/20
Chile X 1/29/20,0,0,Chile,1/29/20
Chile X 1/30/20,0,0,Chile,1/30/20
Chile X 1/31/20,0,0,Chile,1/31/20
Chile X 2/1/20,0,0,Chile,2/1/20
Chile X 2/2/20,0,0,Chile,2/2/20
Chile X 2/3/20,0,0,Chile,2/3/20
Chile X 2/4/20,0,0,Chile,2/4/20
Chile X 2/5/20,0,0,Chile,2/5/20
Chile X 2/6/20,0,0,Chile,2/6/20
Chile X 2/7/20,0,0,Chile,2/7/20
Chile X 2/8/20,0,0,Chile,2/8/20
Chile X 2/9/20,0,0,Chile,2/9/20
Chile X 2/10/20,0,0,Chile,2/10/20
Chile X 2/11/20,0,0,Chile,2/11/20
Chile X 2/12/20,0,0,Chile,2/12/20
Chile X 2/13/20,0,0,Chile,2/13/20
Chile X 2/14/20,0,0,Chile,2/14/20
Chile X 2/15/20,0,0,Chile,2/15/20
Chile X 2/16/20,0,0,Chile,2/16/20
Chile X 2/17/20,0,0,Chile,2/17/20
Chile X 2/18/20,0,0,Chile,2/18/20
Chile X 2/19/20,0,0,Chile,2/19/20
Chile X 2/20/20,0,0,Chile,2/20/20
Chile X 2/21/20,0,0,Chile,2/21/20
Chile X 2/22/20,0,0,Chile,2/22/20
Chile X 2/23/20,0,0,Chile,2/23/20
Chile X 2/24/20,0,0,Chile,2/24/20
Chile X 2/25/20,0,0,Chile,2/25/20
Chile X 2/26/20,0,0,Chile,2/26/20
Chile X 2/27/20,0,0,Chile,2/27/20
Chile X 2/28/20,0,0,Chile,2/28/20
Chile X 2/29/20,0,0,Chile,2/29/20
Chile X 3/1/20,0,0,Chile,3/1/20
Chile X 3/2/20,0,0,Chile,3/2/20
Chile X 3/3/20,0,1,Chile,3/3/20
Chile X 3/4/20,0,1,Chile,3/4/20
Chile X 3/5/20,0,4,Chile,3/5/20
Chile X 3/6/20,0,4,Chile,3/6/20
Chile X 3/7/20,0,4,Chile,3/7/20
Chile X 3/8/20,0,8,Chile,3/8/20
Chile X 3/9/20,0,8,Chile,3/9/20
Chile X 3/10/20,0,13,Chile,3/10/20
Chile X 3/11/20,0,23,Chile,3/11/20
Chile X 3/12/20,0,23,Chile,3/12/20
Chile X 3/13/20,0,43,Chile,3/13/20
Chile X 3/14/20,0,61,Chile,3/14/20
Chile X 3/15/20,0,74,Chile,3/15/20
Chile X 3/16/20,0,155,Chile,3/16/20
Chile X 3/17/20,0,201,Chile,3/17/20
Chile X 3/18/20,0,238,Chile,3/18/20
Chile X 3/19/20,0,238,Chile,3/19/20
Chile X 3/20/20,0,434,Chile,3/20/20
Chile X 3/21/20,0,537,Chile,3/21/20
Chile X 3/22/20,1,632,Chile,3/22/20
Chile X 3/23/20,2,746,Chile,3/23/20
Chile X 3/24/20,2,922,Chile,3/24/20
Chile X 3/25/20,3,1142,Chile,3/25/20
Chile X 3/26/20,4,1306,Chile,3/26/20
Chile X 3/27/20,5,1610,Chile,3/27/20
Chile X 3/28/20,6,1909,Chile,3/28/20
Chile X 3/29/20,7,2139,Chile,3/29/20
Chile X 3/30/20,8,2449,Chile,3/30/20
Chile X 3/31/20,12,2738,Chile,3/31/20
Chile X 4/1/20,16,3031,Chile,4/1/20
Chile X 4/2/20,18,3404,Chile,4/2/20
Chile X 4/3/20,22,3737,Chile,4/3/20
Chile X 4/4/20,27,4161,Chile,4/4/20
Chile X 4/5/20,34,4471,Chile,4/5/20
Chile X 4/6/20,37,4815,Chile,4/6/20
Chile X 4/7/20,43,5116,Chile,4/7/20
Chile X 4/8/20,48,5546,Chile,4/8/20
Chile X 4/9/20,57,5972,Chile,4/9/20
Chile X 4/10/20,65,6501,Chile,4/10/20
Chile X 4/11/20,73,6927,Chile,4/11/20
Chile X 4/12/20,80,7213,Chile,4/12/20
Chile X 4/13/20,82,7525,Chile,4/13/20
Chile X 4/14/20,92,7917,Chile,4/14/20
Chile X 4/15/20,94,8273,Chile,4/15/20
Chile X 4/16/20,105,8807,Chile,4/16/20
Chile X 4/17/20,116,9252,Chile,4/17/20
Chile X 4/18/20,126,9730,Chile,4/18/20
Chile X 4/19/20,133,10088,Chile,4/19/20
Chile X 4/20/20,139,10507,Chile,4/20/20
Chile X 4/21/20,147,10832,Chile,4/21/20
Chile X 4/22/20,160,11296,Chile,4/22/20
Chile X 4/23/20,168,11812,Chile,4/23/20
Chile X 4/24/20,174,12306,Chile,4/24/20
Chile X 4/25/20,181,12858,Chile,4/25/20
Chile X 4/26/20,189,13331,Chile,4/26/20
Chile X 4/27/20,198,13813,Chile,4/27/20
Chile X 4/28/20,207,14365,Chile,4/28/20
Chile X 4/29/20,216,14885,Chile,4/29/20
Chile X 4/30/20,227,16023,Chile,4/30/20
Chile X 5/1/20,234,17008,Chile,5/1/20
Chile X 5/2/20,247,18435,Chile,5/2/20
Chile X 5/3/20,260,19663,Chile,5/3/20
Chile X 5/4/20,270,20643,Chile,5/4/20
Chile X 5/5/20,275,22016,Chile,5/5/20
Chile X 5/6/20,281,23048,Chile,5/6/20
China X 1/22/20,17,548,China,1/22/20
China X 1/23/20,18,643,China,1/23/20
China X 1/24/20,26,920,China,1/24/20
China X 1/25/20,42,1406,China,1/25/20
China X 1/26/20,56,2075,China,1/26/20
China X 1/27/20,82,2877,China,1/27/20
China X 1/28/20,131,5509,China,1/28/20
China X 1/29/20,133,6087,China,1/29/20
China X 1/30/20,171,8141,China,1/30/20
China X 1/31/20,213,9802,China,1/31/20
China X 2/1/20,259,11891,China,2/1/20
China X 2/2/20,361,16630,China,2/2/20
China X 2/3/20,425,19716,China,2/3/20
China X 2/4/20,491,23707,China,2/4/20
China X 2/5/20,563,27440,China,2/5/20
China X 2/6/20,633,30587,China,2/6/20
China X 2/7/20,718,34110,China,2/7/20
China X 2/8/20,805,36814,China,2/8/20
China X 2/9/20,905,39829,China,2/9/20
China X 2/10/20,1012,42354,China,2/10/20
China X 2/11/20,1112,44386,China,2/11/20
China X 2/12/20,1117,44759,China,2/12/20
China X 2/13/20,1369,59895,China,2/13/20
China X 2/14/20,1521,66358,China,2/14/20
China X 2/15/20,1663,68413,China,2/15/20
China X 2/16/20,1766,70513,China,2/16/20
China X 2/17/20,1864,72434,China,2/17/20
China X 2/18/20,2003,74211,China,2/18/20
China X 2/19/20,2116,74619,China,2/19/20
China X 2/20/20,2238,75077,China,2/20/20
China X 2/21/20,2238,75550,China,2/21/20
China X 2/22/20,2443,77001,China,2/22/20
China X 2/23/20,2445,77022,China,2/23/20
China X 2/24/20,2595,77241,China,2/24/20
China X 2/25/20,2665,77754,China,2/25/20
China X 2/26/20,2717,78166,China,2/26/20
China X 2/27/20,2746,78600,China,2/27/20
China X 2/28/20,2790,78928,China,2/28/20
China X 2/29/20,2837,79356,China,2/29/20
China X 3/1/20,2872,79932,China,3/1/20
China X 3/2/20,2914,80136,China,3/2/20
China X 3/3/20,2947,80261,China,3/3/20
China X 3/4/20,2983,80386,China,3/4/20
China X 3/5/20,3015,80537,China,3/5/20
China X 3/6/20,3044,80690,China,3/6/20
China X 3/7/20,3072,80770,China,3/7/20
China X 3/8/20,3100,80823,China,3/8/20
China X 3/9/20,3123,80860,China,3/9/20
China X 3/10/20,3139,80887,China,3/10/20
China X 3/11/20,3161,80921,China,3/11/20
China X 3/12/20,3172,80932,China,3/12/20
China X 3/13/20,3180,80945,China,3/13/20
China X 3/14/20,3193,80977,China,3/14/20
China X 3/15/20,3203,81003,China,3/15/20
China X 3/16/20,3217,81033,China,3/16/20
China X 3/17/20,3230,81058,China,3/17/20
China X 3/18/20,3241,81102,China,3/18/20
China X 3/19/20,3249,81156,China,3/19/20
China X 3/20/20,3253,81250,China,3/20/20
China X 3/21/20,3259,81305,China,3/21/20
China X 3/22/20,3274,81435,China,3/22/20
China X 3/23/20,3274,81498,China,3/23/20
China X 3/24/20,3281,81591,China,3/24/20
China X 3/25/20,3285,81661,China,3/25/20
China X 3/26/20,3291,81782,China,3/26/20
China X 3/27/20,3296,81897,China,3/27/20
China X 3/28/20,3299,81999,China,3/28/20
China X 3/29/20,3304,82122,China,3/29/20
China X 3/30/20,3308,82198,China,3/30/20
China X 3/31/20,3309,82279,China,3/31/20
China X 4/1/20,3316,82361,China,4/1/20
China X 4/2/20,3322,82432,China,4/2/20
China X 4/3/20,3326,82511,China,4/3/20
China X 4/4/20,3330,82543,China,4/4/20
China X 4/5/20,3333,82602,China,4/5/20
China X 4/6/20,3335,82665,China,4/6/20
China X 4/7/20,3335,82718,China,4/7/20
China X 4/8/20,3337,82809,China,4/8/20
China X 4/9/20,3339,82883,China,4/9/20
China X 4/10/20,3340,82941,China,4/10/20
China X 4/11/20,3343,83014,China,4/11/20
China X 4/12/20,3343,83134,China,4/12/20
China X 4/13/20,3345,83213,China,4/13/20
China X 4/14/20,3345,83306,China,4/14/20
China X 4/15/20,3346,83356,China,4/15/20
China X 4/16/20,3346,83403,China,4/16/20
China X 4/17/20,4636,83760,China,4/17/20
China X 4/18/20,4636,83787,China,4/18/20
China X 4/19/20,4636,83805,China,4/19/20
China X 4/20/20,4636,83817,China,4/20/20
China X 4/21/20,4636,83853,China,4/21/20
China X 4/22/20,4636,83868,China,4/22/20
China X 4/23/20,4636,83884,China,4/23/20
China X 4/24/20,4636,83899,China,4/24/20
China X 4/25/20,4636,83909,China,4/25/20
China X 4/26/20,4637,83912,China,4/26/20
China X 4/27/20,4637,83918,China,4/27/20
China X 4/28/20,4637,83940,China,4/28/20
China X 4/29/20,4637,83944,China,4/29/20
China X 4/30/20,4637,83956,China,4/30/20
China X 5/1/20,4637,83959,China,5/1/20
China X 5/2/20,4637,83959,China,5/2/20
China X 5/3/20,4637,83964,China,5/3/20
China X 5/4/20,4637,83966,China,5/4/20
China X 5/5/20,4637,83968,China,5/5/20
China X 5/6/20,4637,83970,China,5/6/20
Colombia X 1/22/20,0,0,Colombia,1/22/20
Colombia X 1/23/20,0,0,Colombia,1/23/20
Colombia X 1/24/20,0,0,Colombia,1/24/20
Colombia X 1/25/20,0,0,Colombia,1/25/20
Colombia X 1/26/20,0,0,Colombia,1/26/20
Colombia X 1/27/20,0,0,Colombia,1/27/20
Colombia X 1/28/20,0,0,Colombia,1/28/20
Colombia X 1/29/20,0,0,Colombia,1/29/20
Colombia X 1/30/20,0,0,Colombia,1/30/20
Colombia X 1/31/20,0,0,Colombia,1/31/20
Colombia X 2/1/20,0,0,Colombia,2/1/20
Colombia X 2/2/20,0,0,Colombia,2/2/20
Colombia X 2/3/20,0,0,Colombia,2/3/20
Colombia X 2/4/20,0,0,Colombia,2/4/20
Colombia X 2/5/20,0,0,Colombia,2/5/20
Colombia X 2/6/20,0,0,Colombia,2/6/20
Colombia X 2/7/20,0,0,Colombia,2/7/20
Colombia X 2/8/20,0,0,Colombia,2/8/20
Colombia X 2/9/20,0,0,Colombia,2/9/20
Colombia X 2/10/20,0,0,Colombia,2/10/20
Colombia X 2/11/20,0,0,Colombia,2/11/20
Colombia X 2/12/20,0,0,Colombia,2/12/20
Colombia X 2/13/20,0,0,Colombia,2/13/20
Colombia X 2/14/20,0,0,Colombia,2/14/20
Colombia X 2/15/20,0,0,Colombia,2/15/20
Colombia X 2/16/20,0,0,Colombia,2/16/20
Colombia X 2/17/20,0,0,Colombia,2/17/20
Colombia X 2/18/20,0,0,Colombia,2/18/20
Colombia X 2/19/20,0,0,Colombia,2/19/20
Colombia X 2/20/20,0,0,Colombia,2/20/20
Colombia X 2/21/20,0,0,Colombia,2/21/20
Colombia X 2/22/20,0,0,Colombia,2/22/20
Colombia X 2/23/20,0,0,Colombia,2/23/20
Colombia X 2/24/20,0,0,Colombia,2/24/20
Colombia X 2/25/20,0,0,Colombia,2/25/20
Colombia X 2/26/20,0,0,Colombia,2/26/20
Colombia X 2/27/20,0,0,Colombia,2/27/20
Colombia X 2/28/20,0,0,Colombia,2/28/20
Colombia X 2/29/20,0,0,Colombia,2/29/20
Colombia X 3/1/20,0,0,Colombia,3/1/20
Colombia X 3/2/20,0,0,Colombia,3/2/20
Colombia X 3/3/20,0,0,Colombia,3/3/20
Colombia X 3/4/20,0,0,Colombia,3/4/20
Colombia X 3/5/20,0,0,Colombia,3/5/20
Colombia X 3/6/20,0,1,Colombia,3/6/20
Colombia X 3/7/20,0,1,Colombia,3/7/20
Colombia X 3/8/20,0,1,Colombia,3/8/20
Colombia X 3/9/20,0,1,Colombia,3/9/20
Colombia X 3/10/20,0,3,Colombia,3/10/20
Colombia X 3/11/20,0,9,Colombia,3/11/20
Colombia X 3/12/20,0,9,Colombia,3/12/20
Colombia X 3/13/20,0,13,Colombia,3/13/20
Colombia X 3/14/20,0,22,Colombia,3/14/20
Colombia X 3/15/20,0,34,Colombia,3/15/20
Colombia X 3/16/20,0,54,Colombia,3/16/20
Colombia X 3/17/20,0,65,Colombia,3/17/20
Colombia X 3/18/20,0,93,Colombia,3/18/20
Colombia X 3/19/20,0,102,Colombia,3/19/20
Colombia X 3/20/20,0,128,Colombia,3/20/20
Colombia X 3/21/20,0,196,Colombia,3/21/20
Colombia X 3/22/20,2,231,Colombia,3/22/20
Colombia X 3/23/20,3,277,Colombia,3/23/20
Colombia X 3/24/20,3,378,Colombia,3/24/20
Colombia X 3/25/20,4,470,Colombia,3/25/20
Colombia X 3/26/20,6,491,Colombia,3/26/20
Colombia X 3/27/20,6,539,Colombia,3/27/20
Colombia X 3/28/20,6,608,Colombia,3/28/20
Colombia X 3/29/20,10,702,Colombia,3/29/20
Colombia X 3/30/20,12,798,Colombia,3/30/20
Colombia X 3/31/20,16,906,Colombia,3/31/20
Colombia X 4/1/20,17,1065,Colombia,4/1/20
Colombia X 4/2/20,19,1161,Colombia,4/2/20
Colombia X 4/3/20,25,1267,Colombia,4/3/20
Colombia X 4/4/20,32,1406,Colombia,4/4/20
Colombia X 4/5/20,35,1485,Colombia,4/5/20
Colombia X 4/6/20,46,1579,Colombia,4/6/20
